R:A::C:P,0 6,1,2,3,4 5
0 6,0.4642857142857143,0.25,0.03571428571428571,0.03571428571428571,0.21428571428571427
1,0.23728813559322035,0.3728813559322034,0.15254237288135594,0.1016949152542373,0.13559322033898305
2,0.14814814814814814,0.14814814814814814,0.3333333333333333,0.18518518518518517,0.18518518518518517
3,0.2,0.0,0.2,0.4,0.2
4 5,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285
