R:A::C:P,0 4,1 3,2 6,5
0 4,0.4217687074829932,0.272108843537415,0.2108843537414966,0.09523809523809523
1 3,0.36024844720496896,0.3333333333333333,0.22153209109730848,0.08488612836438923
2 6,0.26576576576576577,0.2702702702702703,0.3108108108108108,0.15315315315315314
5,0.3229166666666667,0.3229166666666667,0.21875,0.13541666666666666
