R:A::C:P,0,1,2,3,4,5 6
0,0.022988505747126436,0.013649425287356323,0.005028735632183908,0.0021551724137931034,0.004310344827586207,0.005028735632183908
1,0.06609195402298851,0.07255747126436782,0.028017241379310345,0.02442528735632184,0.035919540229885055,0.04669540229885057
2,0.028017241379310345,0.035919540229885055,0.029454022988505746,0.028017241379310345,0.02442528735632184,0.05172413793103448
3,0.01221264367816092,0.007902298850574713,0.010775862068965518,0.010775862068965518,0.010775862068965518,0.020833333333333332
4,0.005747126436781609,0.0035919540229885057,0.011494252873563218,0.009339080459770116,0.011494252873563218,0.010775862068965518
5 6,0.04741379310344827,0.034482758620689655,0.035919540229885055,0.05316091954022988,0.04956896551724138,0.12931034482758622
