R:A::C:P,0,1,2 3,4,5 6
0,0.3939393939393939,0.21212121212121213,0.02702702702702703,0.3333333333333333,0.18181818181818182
1,0.42424242424242425,0.6666666666666666,0.40540540540540543,0.3333333333333333,0.36363636363636365
2 3,0.12121212121212122,0.12121212121212122,0.4594594594594595,0.25,0.36363636363636365
4,0.030303030303030304,0.0,0.02702702702702703,0.08333333333333333,0.09090909090909091
5 6,0.030303030303030304,0.0,0.08108108108108109,0.0,0.0
