R:A::C:P,0 4,1 2,3 5 6
0 4,0.13963963963963963,0.11691542288557213,0.0695970695970696
1 2,0.48423423423423423,0.5746268656716418,0.38461538461538464
3 5 6,0.3761261261261261,0.30845771144278605,0.5457875457875457
