R:A::C:P,0 4,1 2,3 5 6
0 4,0.04454022988505747,0.033764367816091954,0.027298850574712645
1 2,0.15445402298850575,0.16594827586206898,0.15086206896551724
3 5 6,0.11997126436781609,0.08908045977011494,0.21408045977011494
