R:A::C:P,0 6,1 3 4 5,2
0 6,0.36774193548387096,0.5311827956989247,0.1010752688172043
1 3 4 5,0.3128834355828221,0.5644171779141104,0.12269938650306748
2,0.28,0.5709090909090909,0.14909090909090908
