R:A::C:P,0 1 2,3 5 6,4
0 1 2,0.7480719794344473,0.6083916083916084,0.5660377358490566
3 5 6,0.20822622107969152,0.33916083916083917,0.36792452830188677
4,0.043701799485861184,0.05244755244755245,0.0660377358490566
