R:A::C:P,0 2 3,1 4 5,6
0 2 3,0.1702944942381562,0.176696542893726,0.030729833546734954
1 4 5,0.2112676056338028,0.2087067861715749,0.06145966709346991
6,0.0499359795134443,0.06914212548015365,0.02176696542893726
