R:A::C:P,0 1 5,2 4 6,3
0 1 5,0.48024316109422494,0.32194244604316546,0.3146067415730337
2 4 6,0.45288753799392095,0.6007194244604317,0.601123595505618
3,0.0668693009118541,0.07733812949640288,0.08426966292134831
