R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.6658653846153846,0.12620192307692307,0.20793269230769232
4,0.5753424657534246,0.2191780821917808,0.2054794520547945
5 6,0.4887063655030801,0.14168377823408623,0.36960985626283366
