R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.6642685851318945,0.5526315789473685,0.4701086956521739
4,0.050359712230215826,0.08421052631578947,0.04076086956521739
5 6,0.2853717026378897,0.3631578947368421,0.4891304347826087
