R:A::C:P,comedy,history,tragedy
comedy,0.4727272727272727,0.17727272727272728,0.35
history,0.1901840490797546,0.5664621676891616,0.24335378323108384
tragedy,0.2426470588235294,0.21875,0.5386029411764706
