R:A::C:P,0 2,1 5,3,4 6
0 2,0.3900709219858156,0.2553191489361702,0.07801418439716312,0.2765957446808511
1 5,0.40437158469945356,0.20765027322404372,0.11475409836065574,0.273224043715847
3,0.3181818181818182,0.22727272727272727,0.13636363636363635,0.3181818181818182
4 6,0.26666666666666666,0.16666666666666666,0.06666666666666667,0.5
