R:A::C:P,0 4,1 2,3,5 6
0 4,0.04454022988505747,0.033764367816091954,0.011494252873563218,0.015804597701149427
1 2,0.15445402298850575,0.16594827586206898,0.05244252873563218,0.09841954022988506
3,0.022988505747126436,0.01867816091954023,0.010775862068965518,0.020833333333333332
5 6,0.09698275862068965,0.07040229885057471,0.05316091954022988,0.12931034482758622
