R:A::C:P,0 2 4 5,1,3 6
0 2 4 5,0.5657894736842105,0.3333333333333333,0.4117647058823529
1,0.40789473684210525,0.6666666666666666,0.35294117647058826
3 6,0.02631578947368421,0.0,0.23529411764705882
