R:A::C:P,0 4 5 6,1 2,3
0 4 5 6,0.6379928315412187,0.25089605734767023,0.1111111111111111
1 2,0.5110619469026548,0.3672566371681416,0.12168141592920353
3,0.48,0.34,0.18
