R:A::C:P,0 4,1 2 3 5,6
0 4,0.2024793388429752,0.12222222222222222,0.0898876404494382
1 2 3 5,0.6487603305785123,0.7511111111111111,0.7191011235955056
6,0.1487603305785124,0.12666666666666668,0.19101123595505617
