R:A::C:P,0,1 2,3,4 5 6
0,0.022988505747126436,0.01867816091954023,0.0021551724137931034,0.009339080459770116
1 2,0.09410919540229885,0.16594827586206898,0.05244252873563218,0.15876436781609196
3,0.01221264367816092,0.01867816091954023,0.010775862068965518,0.031609195402298854
4 5 6,0.05316091954022988,0.08548850574712644,0.0625,0.20114942528735633
