R:A::C:P,0 1,2 5,3,4,6
0 1,0.8285714285714286,0.5555555555555556,0.45161290322580644,0.6842105263157895,0.0
2 5,0.12857142857142856,0.3611111111111111,0.3870967741935484,0.05263157894736842,1.0
3,0.014285714285714285,0.05555555555555555,0.06451612903225806,0.10526315789473684,0.0
4,0.014285714285714285,0.027777777777777776,0.06451612903225806,0.15789473684210525,0.0
6,0.014285714285714285,0.0,0.03225806451612903,0.0,0.0
