R:A::C:P,antag,fool,other,protag
antag,0.07894736842105263,0.03225806451612903,0.07692307692307693,0.16
fool,0.02631578947368421,0.41935483870967744,0.013986013986013986,0.04
other,0.7631578947368421,0.4838709677419355,0.7902097902097902,0.58
protag,0.13157894736842105,0.06451612903225806,0.11888111888111888,0.22
