R:A::C:P,0,1,2,3 6,4 5
0,0.3010752688172043,0.13559322033898305,0.0784313725490196,0.08791208791208792,0.14634146341463414
1,0.5053763440860215,0.5254237288135594,0.4117647058823529,0.46153846153846156,0.3048780487804878
2,0.10752688172043011,0.288135593220339,0.2549019607843137,0.26373626373626374,0.2073170731707317
3 6,0.021505376344086023,0.05084745762711865,0.17647058823529413,0.07692307692307693,0.2073170731707317
4 5,0.06451612903225806,0.0,0.0784313725490196,0.10989010989010989,0.13414634146341464
