R:A::C:P,0,1,2,3 6,4 5
0,0.07446808510638298,0.02127659574468085,0.010638297872340425,0.02127659574468085,0.031914893617021274
1,0.125,0.08244680851063829,0.05585106382978723,0.11170212765957446,0.06648936170212766
2,0.026595744680851064,0.04521276595744681,0.034574468085106384,0.06382978723404255,0.04521276595744681
3 6,0.005319148936170213,0.007978723404255319,0.023936170212765957,0.018617021276595744,0.04521276595744681
4 5,0.015957446808510637,0.0,0.010638297872340425,0.026595744680851064,0.02925531914893617
