R:A::C:P,0,1 2 5 6,3 4
0,0.43243243243243246,0.44594594594594594,0.12162162162162163
1 2 5 6,0.17235345581802275,0.5651793525809273,0.26246719160104987
3 4,0.14285714285714285,0.52,0.33714285714285713
