R:A::C:P,0,1 2 5 6,3 4
0,0.12598425196850394,0.04285714285714286,0.024456521739130436
1 2 5 6,0.7755905511811023,0.8389610389610389,0.8152173913043478
3 4,0.0984251968503937,0.11818181818181818,0.16032608695652173
