R:A::C:P,0,1 2 5 6,3 4
0,0.022988505747126436,0.023706896551724137,0.00646551724137931
1 2 5 6,0.14152298850574713,0.4640804597701149,0.21551724137931033
3 4,0.017959770114942528,0.0653735632183908,0.042385057471264365
