R:A::C:P,0,1,2,3,4,5,6,7,p
0,18,26,6,2,6,2,2,6,0
1,36,105,25,14,17,6,7,6,10
2,13,35,29,8,14,3,6,2,1
3,2,10,10,2,4,3,1,0,2
4,2,8,5,2,4,1,2,0,0
5,4,5,5,3,4,0,5,0,0
6,5,11,7,0,8,2,3,1,0
7,2,4,0,0,0,0,0,1,0
p,7,8,3,0,1,0,2,1,0
