R:A::C:P,0 3 5,1,2 4 6
0 3 5,0.09841954022988506,0.03017241379310345,0.0668103448275862
1,0.10847701149425287,0.07255747126436782,0.09267241379310345
2 4 6,0.22557471264367815,0.0653735632183908,0.23994252873563218
