R:A::C:P,0 2 3,1,4 5 6
0 2 3,0.2338403041825095,0.06653992395437262,0.10456273764258556
1,0.23954372623574144,0.0817490494296578,0.10836501901140684
4 5 6,0.07034220532319392,0.015209125475285171,0.07984790874524715
