R:A::C:P,0 4 5 6,1 2,3
0 4 5 6,0.719626168224299,0.19626168224299065,0.08411214953271028
1 2,0.5668016194331984,0.3319838056680162,0.10121457489878542
3,0.5454545454545454,0.3181818181818182,0.13636363636363635
