R:A::C:P,0 1,2,3 4 6,5
0 1,0.6511627906976745,0.11627906976744186,0.16279069767441862,0.06976744186046512
2,0.2962962962962963,0.3333333333333333,0.25925925925925924,0.1111111111111111
3 4 6,0.1,0.2,0.7,0.0
5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
