R:A::C:P,0,1,2,3 4,5,6
0,21,5,4,8,1,3
1,33,14,22,26,7,12
2,7,8,10,14,5,10
3 4,1,1,5,12,2,2
5,2,0,3,2,0,1
6,1,1,0,3,1,0
