R:A::C:P,0 1 5,2,3 4 6
0 1 5,0.573502722323049,0.10163339382940109,0.3248638838475499
2,0.44727272727272727,0.14909090909090908,0.4036363636363636
3 4 6,0.3869257950530035,0.1254416961130742,0.4876325088339223
