R:A::C:P,0 1,2 4 5,3
0 1,0.813953488372093,0.5769230769230769,0.45454545454545453
2 4 5,0.18604651162790697,0.3076923076923077,0.5454545454545454
3,0.0,0.11538461538461539,0.0
