character,AA,AE,AH,AO,AW,AY,B,CH,D,DH,EH,ER,EY,F,G,HH,IH,IY,JH,K,L,M,N,NG,OW,OY,P,R,S,SH,T,TH,UH,UW,V,W,Y,Z,ZH
1H4_Falstaff,1.4450951633790898,2.787746182475848,0.3365107368416978,-0.28560787530869947,1.3490642202472418,0.8992896546157448,0.6354055839025279,-0.8541133237120352,-0.019446999232664595,0.4258028779773281,-0.9944738865136077,-1.1897036059009343,-0.08079520062763215,1.0251070787630239,1.384023811005125,-0.19327667969657888,-0.8915722217334375,-0.2420619472837498,-0.6086063480157473,0.2417225870615655,0.35048641065668534,-0.5519622683468659,0.8718942934176953,0.34763864196861594,-0.2553836770795972,-0.14801892943274794,0.0898913083924922,-0.5775786190591289,-2.8479528981436912,-0.8481879437675476,0.3571910883378039,0.6917771006243026,0.5773367818321292,-0.6935074506220186,1.1894946365481487,-0.7190405397666995,-0.878434624357023,-0.7474581498184785,-0.7806025418406315
1H4_HenryIV,-0.4520726928450585,-0.794303079662495,1.6668821689261093,-0.6128151955740333,0.9404844923985279,-1.3239073977962028,-0.5951010235078333,2.0486700095612327,1.5691844622639914,-0.3161667762567843,0.5538039791952081,-0.032692215096861064,-1.5947333239488621,-0.8872436084130474,-0.8149531767090432,-0.2360019516293872,-0.31258375455288717,0.6266180945735459,0.035256377508476155,-1.0123069521168562,1.2533771305231605,-1.4513216273082343,2.286741125143278,-1.708901208786214,-1.012019730018451,0.15638451713059867,0.1753623999982145,0.0689402532572092,0.8220962864135181,0.24550712098447863,-0.6809957983979663,-1.0626835421148175,-0.863291527554784,-0.3610993259681119,0.9706219212147748,-0.4454132786169609,-0.6522390244183071,0.9025812587460507,0.6232345403158015
1H4_HenryV,0.7475041517001121,1.0905796259553007,0.8819789763266881,0.061936320538873185,1.914364198954669,0.08760213500260902,-0.021762406706596224,-0.6700684232797435,0.3316138231397477,1.0986909120274881,0.4520697260125016,-1.108634993576178,-0.567143210335361,0.6730338609352353,0.5517011704445295,-0.9152709270424686,-0.5254493473071188,-0.4937717727696473,0.3457786498336919,-0.02684391402854245,1.2327013759116285,-0.9118504186671187,-0.24887221410042729,0.3939051821160653,-0.3918009243091201,-0.18493119077141887,-0.03433679744350826,0.3185499650342004,0.3213204526042366,-0.27019928409086724,-0.2867201963089828,-0.0702153085452159,-0.4826630865569629,-1.543437581078777,0.31006365699708777,0.001109228132370996,-0.7025194239007303,-1.4072841786070494,-0.9768526038854622
1H4_Hotspur,0.8594245365278848,-0.8233110791994904,0.8930386629245166,-0.3538544757014653,0.10090377278102074,-0.39317567474912357,-0.8739226723848228,-0.5843242359095827,1.0233055786508434,-0.43571031673771565,0.11294838344594922,0.2358718454384973,0.2453897822534236,-0.7844643303457159,-0.29496177260482126,0.3420497025043269,0.4119110586979727,-0.6450971782736822,0.18077998750362353,1.175010286175026,0.7834184912156482,0.028917372344711208,1.1299130358675293,0.8429374535762167,-0.3395627342761389,-0.6324264952699855,-0.01292974802660966,-0.6886929771061321,-0.9285337343977058,-0.2503662376607686,-0.0004547628994598536,-0.0961910146317875,0.11081696428604414,-1.0149159906515588,0.5186273284983174,-0.11012836269761048,-0.9214520333464536,0.05604336126010254,-0.393416497084267
1H4_Worcester,-0.9472078290708842,-1.6159349430448102,2.024509876960058,1.3923634168742571,-0.07723997345914518,-1.0079285611852289,0.6495803383471078,0.05848308150343565,1.1396360585572898,-1.5848448348154183,-0.8052452437338253,0.3889239594814437,1.026545944362025,0.40842703315411794,-0.9724710022391363,-0.8159344193143216,0.6855302202933063,-1.657234335030439,0.31843251262841044,0.8564940694662492,-0.12268044483040577,-2.384350370062744,1.8560134129858719,0.6643995980579905,-1.2306557679221588,-0.6668504476901634,0.504679705211458,-0.24251684589726502,1.0019210024540088,-0.05379235617900479,0.20670522718001175,0.22091587832138818,-0.6823507109582106,-0.6885862858085785,0.6046343828220846,-0.34519551552378813,0.7411313230168142,0.35097731312908237,2.1175006468323363
1H6_Charles,-0.346195327550723,-0.02225207694925669,0.06642123285008597,0.21583692613849506,3.0271745027021586,-0.4114083510058578,0.08663074589385666,-0.16287989685399276,-1.1866862135752883,1.5518096722185495,0.13240807750649602,0.5209963603474983,-0.021834985370550137,1.9353070629590208,0.005441133367023016,-1.4272283879989478,-0.3726860370674609,0.44954601510933595,-0.6145623216937154,-0.45004165164532833,0.7323963857673161,-1.4089208795380175,1.2672418426558123,-0.13054030743603218,-1.0897652800632027,0.6734534589785245,0.4905945484198687,1.1350504703332722,1.847211436724489,1.6919493107255767,-0.30549560689284727,-2.6684292543675276,-0.9644061415393967,-2.7602765339695083,1.4466574585845944,0.9456592102511786,-2.2222828176360725,-0.8094921208419561,-0.04829710573043042
1H6_Gloucester,-0.42981355502161434,0.17346727692031974,0.23087266044153051,0.45665032600783895,0.8887910570012316,-0.21028279031907782,-0.6036004527309426,2.371644197470015,0.13792050198050287,0.05018118159084214,-0.5250222665184836,-0.6281760384817283,0.16035769844184236,-0.29106811880556166,0.7132779112985443,-0.5835294374115984,-0.14880446868129485,-0.2703003810828901,0.33765766338916237,0.6222260932244883,0.22103839166882208,-1.4084725360611234,-0.5104513182655827,-0.6925718205174984,-1.5275116575711982,-0.021012228098759557,2.0979287456719713,2.3176612530449923,1.5750854396269236,0.8762575151901515,0.30195773270394394,-1.4823663832908918,-1.4274593139132588,-0.07817613915870245,-0.7343508286197068,-2.256456025480973,-0.03873457336048096,0.2930649006632388,0.4340785220051033
1H6_HenryVI,-2.1623798847575255,-1.3317846697862248,1.9255634992754282,2.817014908878691,-0.7307006156820784,-1.2039329060191117,0.1842670069598251,1.3648490010444156,-0.19895600878305117,-1.222438011988178,1.808572019138522,0.5162347759666455,-1.3343680707071357,0.8141049575750519,1.2610231299527108,-2.6750426369882665,-1.1249924567584901,-1.401311572187142,-0.3506403569040695,1.9010120242456168,0.2904347849975836,-1.5677990616468358,0.2518749351761001,0.9888229092285353,-1.4777821547083296,1.2921513659215762,0.6310408414521322,3.482671863293657,0.6847369429554756,0.5471274363509991,-0.8533440474478615,0.9444167717837264,-0.6339805996979226,-0.12654672539700396,1.3238496885165902,-0.6771084208978462,1.0087349523933729,-0.8309675003512863,0.4540836470184564
1H6_Pucelle,0.5079312040066646,-1.1547760976639436,0.7022562649820675,-1.1852020224566813,0.14134493007448665,-0.2924315807417713,1.3273666425695045,2.2128202048035845,0.15619046590928218,0.8861999683818107,-0.9003232049034016,-0.28604569463378327,0.4697193227535513,0.9092581134653516,1.2777087558856137,-1.3005094871193474,-0.26366184671449205,0.0691611930956126,0.24362891398264847,1.3403385110008241,1.3220479572073165,-0.9121286001395339,-0.1555884933739309,0.17609393051952796,-1.265379625990908,-0.923123977774205,1.0186969363527743,0.5714093423129777,0.5614626078478646,-0.4749643527885123,-0.664145877046481,-0.1258211049819962,-1.025658299004085,-0.24658573092486658,-0.2810020680784429,-0.12893602154560135,-0.5017298805930356,-0.7315148403461035,-0.03227189700201226
1H6_Suffolk,-0.4209848107085599,-0.8605778382191229,0.597297206844184,-0.5468562678950531,-0.5744740054012656,-0.9387923216793665,0.19717307132185868,0.14452652110613207,-0.40736445081968164,-0.1812978043168231,-0.03595953327981298,0.7459470564466242,-0.03299739213629853,1.2058844104096067,-0.2708042753774751,-0.31592683069696614,0.9570315765268618,1.712712935312183,0.008461209758142395,2.440682139332415,0.375251199014682,-0.6906133936785973,1.418336847678564,1.3207436386852105,-1.1040141619462638,-0.2130420400720569,0.2045734585052628,-0.12383347662301993,-0.2625262766174153,-0.4384368966260635,-0.8446839544763894,-0.3165215774237536,-0.5384854478408383,-0.19402917509897438,-1.5353482617431624,0.2741828680518325,-0.5907556391052113,-0.25721011025780305,-1.2711731527442467
