R:A::C:P,0,1,2,3,4,5 6
0,0.3230769230769231,0.1724137931034483,0.09090909090909091,0.08571428571428572,0.16666666666666666,0.09090909090909091
1,0.5076923076923077,0.4827586206896552,0.5,0.37142857142857144,0.43333333333333335,0.4318181818181818
2,0.1076923076923077,0.27586206896551724,0.22727272727272727,0.22857142857142856,0.2,0.3409090909090909
3,0.0,0.034482758620689655,0.06818181818181818,0.11428571428571428,0.03333333333333333,0.06818181818181818
4,0.015384615384615385,0.0,0.045454545454545456,0.05714285714285714,0.16666666666666666,0.022727272727272728
5 6,0.046153846153846156,0.034482758620689655,0.06818181818181818,0.14285714285714285,0.0,0.045454545454545456
