R:A::C:P,0 3,1 4,2 6,5
0 3,0.07984790874524715,0.04182509505703422,0.049429657794676805,0.022813688212927757
1 4,0.17110266159695817,0.13688212927756654,0.11787072243346007,0.049429657794676805
2 6,0.08935361216730038,0.07984790874524715,0.08745247148288973,0.024714828897338403
5,0.024714828897338403,0.015209125475285171,0.009505703422053232,0.0
