R:A::C:P,0 5,1,2,3 4 6
0 5,0.37735849056603776,0.17857142857142858,0.12,0.20754716981132076
1,0.4339622641509434,0.6428571428571429,0.44,0.33962264150943394
2,0.1509433962264151,0.14285714285714285,0.32,0.2641509433962264
3 4 6,0.03773584905660377,0.03571428571428571,0.12,0.18867924528301888
