R:A::C:P,0 5,1,2,3 4 6
0 5,0.12578616352201258,0.031446540880503145,0.018867924528301886,0.06918238993710692
1,0.14465408805031446,0.11320754716981132,0.06918238993710692,0.11320754716981132
2,0.050314465408805034,0.025157232704402517,0.050314465408805034,0.0880503144654088
3 4 6,0.012578616352201259,0.006289308176100629,0.018867924528301886,0.06289308176100629
