R:A::C:P,0 3 5,1,2,4 6
0 3 5,0.5434782608695652,0.13043478260869565,0.10869565217391304,0.21739130434782608
1,0.5,0.2571428571428571,0.15714285714285714,0.08571428571428572
2,0.5588235294117647,0.11764705882352941,0.23529411764705882,0.08823529411764706
4 6,0.5555555555555556,0.0,0.1111111111111111,0.3333333333333333
