R:A::C:P,0,1 2 3,4 5 6
0,0.4117647058823529,0.4117647058823529,0.17647058823529413
1 2 3,0.23450134770889489,0.49595687331536387,0.2695417789757412
4 5 6,0.1724137931034483,0.3448275862068966,0.4827586206896552
