R:A::C:P,0,1 2 3,4 5 6
0,0.053231939163498096,0.053231939163498096,0.022813688212927757
1 2 3,0.16539923954372623,0.34980988593155893,0.19011406844106463
4 5 6,0.028517110266159697,0.057034220532319393,0.07984790874524715
