R:A::C:P,0 1,2,3,4 5 6
0 1,0.504424778761062,0.11061946902654868,0.08849557522123894,0.29646017699115046
2,0.3333333333333333,0.16049382716049382,0.09876543209876543,0.4074074074074074
3,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.5
4 5 6,0.19148936170212766,0.14893617021276595,0.1276595744680851,0.5319148936170213
