R:A::C:P,0,1,2,3,4,5,6,7,a2,p
0,33,20,4,5,4,1,0,4,0,2
1,44,116,35,11,18,11,22,13,0,10
2,17,57,30,12,16,11,14,8,0,7
3,1,15,7,8,4,3,9,2,0,1
4,3,8,3,6,6,4,7,0,0,2
5,2,9,5,6,3,21,9,2,0,0
6,3,28,7,4,13,10,34,9,0,2
7,0,5,0,0,1,0,1,4,0,1
a2,0,1,0,0,0,0,0,0,0,0
p,3,7,4,4,0,4,2,5,0,4
