R:A::C:P,0,1 4,2 3 5,6
0,0.4666666666666667,0.25,0.2,0.08333333333333333
1 4,0.2722222222222222,0.3277777777777778,0.25,0.15
2 3 5,0.125,0.2916666666666667,0.4083333333333333,0.175
6,0.0625,0.4375,0.4375,0.0625
