R:A::C:P,0 4,1,2 5,3 6
0 4,0.4222222222222222,0.21212121212121213,0.12903225806451613,0.058823529411764705
1,0.4,0.6666666666666666,0.41935483870967744,0.35294117647058826
2 5,0.15555555555555556,0.12121212121212122,0.41935483870967744,0.35294117647058826
3 6,0.022222222222222223,0.0,0.03225806451612903,0.23529411764705882
