R:A::C:P,0,1 3 6,2 4 5
0,0.4666666666666667,0.26666666666666666,0.26666666666666666
1 3 6,0.24019607843137256,0.4068627450980392,0.35294117647058826
2 4 5,0.14285714285714285,0.45535714285714285,0.4017857142857143
