R:A::C:P,0,1,2,3,4 5 6
0,0.08502024291497975,0.020242914979757085,0.016194331983805668,0.012145748987854251,0.03643724696356275
1,0.13360323886639677,0.05668016194331984,0.08906882591093117,0.05263157894736842,0.12955465587044535
2,0.02834008097165992,0.032388663967611336,0.04048582995951417,0.032388663967611336,0.08502024291497975
3,0.0,0.004048582995951417,0.012145748987854251,0.016194331983805668,0.016194331983805668
4 5 6,0.016194331983805668,0.004048582995951417,0.020242914979757085,0.02834008097165992,0.032388663967611336
