R:A::C:P,0 1 2 3,4 6,5
0 1 2 3,0.4878361075544174,0.16005121638924455,0.088348271446863
4 6,0.09859154929577464,0.06530089628681178,0.026888604353393086
5,0.03329065300896287,0.024327784891165175,0.015364916773367477
