R:A::C:P,antag,fool,other,protag
antag,0.125,1.0,0.17647058823529413,0.0967741935483871
fool,0.0625,0.0,0.0,0.03225806451612903
other,0.5625,0.0,0.5294117647058824,0.3870967741935484
protag,0.25,0.0,0.29411764705882354,0.4838709677419355
