R:A::C:P,0,1 4,2 3 6,5
0,0.43243243243243246,0.33783783783783783,0.16216216216216217,0.06756756756756757
1 4,0.22026431718061673,0.3788546255506608,0.32599118942731276,0.07488986784140969
2 3 6,0.13671875,0.26171875,0.4479166666666667,0.15364583333333334
5,0.17708333333333334,0.2708333333333333,0.4166666666666667,0.13541666666666666
