R:A::C:P,0 2 5,1 4,3 6
0 2 5,0.53125,0.37777777777777777,0.35294117647058826
1 4,0.453125,0.6,0.4117647058823529
3 6,0.015625,0.022222222222222223,0.23529411764705882
