R:A::C:P,0,1,2 3,4 5,6
0,0.3010752688172043,0.13559322033898305,0.07954545454545454,0.14634146341463414,0.09259259259259259
1,0.5053763440860215,0.5254237288135594,0.4318181818181818,0.3048780487804878,0.46296296296296297
2 3,0.11827956989247312,0.3050847457627119,0.3409090909090909,0.3170731707317073,0.3333333333333333
4 5,0.06451612903225806,0.0,0.10227272727272728,0.13414634146341464,0.09259259259259259
6,0.010752688172043012,0.03389830508474576,0.045454545454545456,0.0975609756097561,0.018518518518518517
