R:A::C:P,0 4,1 3 5,2
0 4,0.391304347826087,0.2857142857142857,0.09090909090909091
1 3 5,0.43478260869565216,0.45714285714285713,0.6363636363636364
2,0.17391304347826086,0.2571428571428571,0.2727272727272727
