R:A::C:P,0,1 2 3,4 5,6
0,0.4117647058823529,0.4117647058823529,0.14705882352941177,0.029411764705882353
1 2 3,0.23450134770889489,0.49595687331536387,0.19946091644204852,0.07008086253369272
4 5,0.18,0.38,0.26,0.18
6,0.16216216216216217,0.2972972972972973,0.32432432432432434,0.21621621621621623
