R:A::C:P,0,1 3,2 4 5 6
0,0.48148148148148145,0.25925925925925924,0.25925925925925924
1 3,0.21875,0.46875,0.3125
2 4 5 6,0.17142857142857143,0.3142857142857143,0.5142857142857142
