R:A::C:P,0,1 3,2 4 5 6
0,0.3939393939393939,0.14583333333333334,0.15555555555555556
1 3,0.42424242424242425,0.625,0.4444444444444444
2 4 5 6,0.18181818181818182,0.22916666666666666,0.4
