character,AA,AE,AH,AO,AW,AY,B,CH,D,DH,EH,ER,EY,F,G,HH,IH,IY,JH,K,L,M,N,NG,OW,OY,P,R,S,SH,T,TH,UH,UW,V,W,Y,Z,ZH
1H4_Archbishop,-0.03140607366671176,-0.06566277473792904,0.07845915175935829,0.015009822508249174,-0.006961170321054215,-0.015816301857323384,-0.046283054103864456,-0.023943822089707082,0.016379117614584937,0.030107965947303136,0.04142428306412342,0.018743950656749928,-0.009508203305533152,0.012340454499725775,-0.006073329423455202,-0.017855875029354994,-0.0013347604148283337,-0.06336047128897726,-0.02422552425073147,0.029781011009281256,-0.04320737015574115,0.024888308533133854,0.014448772424098996,-0.016279396264856787,-0.031327605698771355,-0.03211074553663804,0.014714602452434637,0.03151969583399178,0.014056437498958145,-0.011723581777140913,0.005908172816922574,-0.0159583424071665,-0.02147988605984994,0.03150560042534663,-0.028239929041683588,0.009245951865766567,-0.03292662486982276,-0.014012219346480228,-0.018138884551521996
1H4_Bardolph,0.08061275255624284,-0.03767155507544992,-0.00028777377380934766,0.03678960626841896,-0.008579965116785649,0.023278302048395476,-0.016381843016751593,-0.04949800879403718,0.026037897591272206,-0.02418156617999037,0.016234335605768323,-0.03492285033976456,0.00888360658837874,0.010216676619202496,-0.03905120726625419,-0.08430451913247719,-0.04112771547444642,-0.030287248827946867,0.0829984616326151,-0.03185497569727378,-0.006661977995402648,0.03457484705773622,0.01988624488616781,-0.025510257471611533,-0.015310818636868789,-0.03211074553663804,-0.036109976591656455,0.007894406114325916,0.061296543927757643,0.011207146804723253,-0.01387582677487282,-0.035118305856870244,-0.04501913761300828,0.0783669696102692,-0.037464984610370136,0.03513840112797967,0.059814894508483915,-0.015009172923745689,-0.018138884551521996
1H4_Blunt,0.02160591264852188,0.024560814110258754,0.034942688265546085,-0.003676956369377488,-0.007236613786994575,-0.031413265614201685,-0.021172056641618694,0.06538478123619228,0.055731453317921974,0.01686031758350249,0.026086989485423318,-0.012882175640066083,-0.0009422471963752888,-0.015004458307446534,0.023286182524755845,-0.015397948105402256,-0.015607955776081863,-0.010081971608921778,0.016574754316180818,-0.021323651013692883,-0.014245213109758863,-0.03453022715693266,-0.014853446992481555,0.02166878077200163,-0.05546715277063174,-0.0014265892039709463,0.012965595597700625,-0.007911774586620736,0.05653215053172897,0.01299911416767921,0.01317207907409578,0.0025852449790017044,-0.0019405676324838704,0.011815152711815059,-0.011586063033921061,-0.04363329492697998,0.008638176815237214,-0.05576180408261576,-0.018138884551521996
1H4_Chamberlain,-0.0010642709151297406,0.09191420950279013,0.01914454395877842,0.05210284909005744,-0.021026381490427088,-0.0016223474029405831,-0.023024423552105062,-0.042161648493191275,-0.01312211449904305,0.006735700980664487,-0.05750994454673997,-0.024887900934877426,0.03915313592594448,0.031067953501317438,-0.002220330863005586,0.032176111783909056,-0.018358960274519533,-0.046422376579228083,-0.027085519023484397,0.016172578508652394,0.04419615982886733,-0.03284059184125321,0.03140012195249367,0.026375984068650358,0.031198734100347788,-0.03211074553663804,-0.02256735558984414,0.007224472914060083,-0.10682301259329283,-0.05143119077934291,0.02781235615647161,0.11758223427225484,-0.011836155732264356,-0.011657236570985446,-0.005264019717287503,0.021401289359757058,-0.017560346926625312,-0.03815268355292391,-0.018138884551521996
1H4_Douglas,0.029816060401410965,0.0008678678227791666,0.011139264378827646,-0.007775856815067352,0.06279435772936813,0.01914025596551336,0.002949769566905287,-0.03327969650667653,0.0025647371062890965,0.08071102194400899,-0.01712361378998061,-0.0389855419373852,-0.04762754994423657,-0.025269103880027018,-0.012801257679009505,-0.009665542572664401,0.05519133721953212,-0.0259548734469271,-0.01725058366558147,0.035477390358225065,0.006656108314722933,-0.023631238375846676,-0.012284387816041579,0.055402983371814776,0.0270877009342487,-0.03211074553663804,-0.0431011979905732,0.012547045341696565,-0.050011642446239714,-0.03425644362990271,0.013946751078221511,0.04458777047671771,-0.04161519947370521,-0.062910329260533,0.013108532167207226,0.0015357678156248042,-0.023679477947638708,-0.02177924626501302,0.035126868855486416
1H4_Falstaff,0.02217422179470771,0.058382080210427394,0.00618797076688223,-0.007110177962107228,0.03125317349019645,0.028420699800509437,0.011238006727665952,-0.015335322739520782,-0.0044836458525402195,0.012563141559953148,-0.015658463017309172,-0.025894239418981432,-0.005122856160676243,0.021699571829387723,0.025470115684211928,-0.007888526855902304,-0.01750098271880201,-0.006775210705945882,-0.014307304539653416,0.0034994114329713315,0.005024544891338404,-0.007933517012339231,0.01791157855724895,0.005719082867563598,-0.005590434279661326,-0.003117364311997818,0.0010151823075179888,-0.01546237164671998,-0.05528170867241539,-0.01247684348518568,0.010302072752905234,0.012221663521834226,0.014611787703208087,-0.014022353097207146,0.024641340086007112,-0.013557601800189055,-0.020814046199784733,-0.02235749896700581,-0.011294755129321755
1H4_Gadshill,-0.022366938768348738,0.07901697378289117,-0.0023475264204375706,-0.019274502632156933,0.018211376050774792,-0.033119324182420876,-0.03573632832692458,0.01740633023221531,-0.041450041274307146,0.0578590181502204,-0.03811395821869767,0.032183464797094434,0.08498697981259919,-0.0037222300028707405,0.006011244693931355,-0.01359078886170225,-0.029907229789362676,-0.020796961589781362,-0.016968686659026823,0.08645298198257886,-0.009457758425729546,0.014851941106066748,0.03398093021824868,0.05623497910082083,0.00785834472114269,-0.0037137915637147634,0.0026516981931598276,-0.014542755139371605,-0.022061807462467074,0.0064807244648299005,-0.011354826496993252,-0.03982927650587975,-0.006617648121488161,0.012606535200435514,-0.020500470514675937,-0.02399529394535318,-0.023394245198294628,-0.020846422348678346,-0.018138884551521996
1H4_Glendower,0.004298871072331826,0.011465372187232536,0.02650591506791805,0.017075612803536304,-0.01924823702332001,0.001935058256654265,-0.020609998029791174,-0.009221313598751734,0.00985644481746208,-0.013173257466291655,-0.026717659206572843,-0.006343403956429318,0.0037096704609703283,-0.02936620030359738,-0.0010150027118659964,-0.012347939064910248,-0.022805399412713097,0.020972947600457495,-0.02852179175766228,0.00933850288664011,0.012635943072266164,0.00013065510564814418,0.02823911609695991,0.031088219601560815,-0.04426592759370488,-0.03211074553663804,0.021875103032410203,-0.009085176046622427,-0.04878903711533299,0.09037818688404033,-0.027553864570771254,0.009613602659234725,-0.020533372528230728,0.0008595769833273255,0.022854794154027018,-4.483975202961557e-05,0.02341421855184581,0.00847370327155106,0.010986448541689753
1H4_HenryIV,-0.00740403574966932,-0.01163569984021168,0.033991626571241586,-0.012508121469654078,0.022515157243650403,-0.020130635853639663,-0.009427627421294868,0.03789109713274178,0.025312247551899897,-0.004502822197405847,0.010205440027851165,-0.002301311069523582,-0.03196689238408287,-0.013374509322406324,-0.012228292414879527,-0.00875879939663305,-0.006850915721291451,0.007437408542861553,-0.0003671458468003667,-0.017659424596269298,0.02074979415750635,-0.025673507077587716,0.04241332126585922,-0.026761963069710945,-0.019407153924188084,0.0028773907396378966,0.0026750576710229423,-0.003709413110294945,0.011456655486767877,0.00656880685517887,-0.00874754740714667,-0.017847672183187346,-0.014603477896901097,-0.007163430397589556,0.020530033893956384,-0.008634800206015434,-0.015516080501861453,0.015262357302569925,0.008290687749665383
1H4_HenryV,0.011298259219024316,0.025207819900892107,0.017587803037099118,-0.0013767367480178854,0.04334285895776971,0.010694644807648243,0.000201257159195878,-0.011960613014041,0.0021007452384110537,0.02804016644409647,0.008505974499753141,-0.024241147688710094,-0.013746421013601108,0.01524226005269675,0.011201099341943013,-0.022594852634678683,-0.010766421733590688,-0.010893477200437903,0.006355917288054118,-0.0010320245356226763,0.020389693662641876,-0.015032361481645717,-0.0014974005547478998,0.006449817852026202,-0.008081511531832302,-0.003844294205944491,-0.001397366408757652,0.0008282001264128013,0.0023502489297356714,-0.0024117254576174548,-0.0015130113576825033,-0.0008379657441859681,-0.006884511855313849,-0.0315598458132724,0.00812210411727327,-0.000601456968123973,-0.01669375076515539,-0.037401115644952694,-0.01403271128465603
