R:A::C:P,0,1,2 6,3 4 5
0,0.4117647058823529,0.17647058823529413,0.17647058823529413,0.23529411764705882
1,0.29646017699115046,0.1902654867256637,0.22566371681415928,0.28761061946902655
2 6,0.1554054054054054,0.16216216216216217,0.3108108108108108,0.3716216216216216
3 4 5,0.14285714285714285,0.08333333333333333,0.35714285714285715,0.4166666666666667
