R:A::C:P,0 6,1,2,3,4 5
0 6,0.09308510638297872,0.026595744680851064,0.018617021276595744,0.010638297872340425,0.05319148936170213
1,0.19148936170212766,0.08244680851063829,0.05585106382978723,0.04521276595744681,0.06648936170212766
2,0.06914893617021277,0.04521276595744681,0.034574468085106384,0.02127659574468085,0.04521276595744681
3,0.007978723404255319,0.0026595744680851063,0.015957446808510637,0.007978723404255319,0.023936170212765957
4 5,0.02925531914893617,0.0,0.010638297872340425,0.013297872340425532,0.02925531914893617
