R:A::C:P,0 6,1,2,3,4 5
0 6,0.23809523809523808,0.1694915254237288,0.13725490196078433,0.10810810810810811,0.24390243902439024
1,0.4897959183673469,0.5254237288135594,0.4117647058823529,0.4594594594594595,0.3048780487804878
2,0.17687074829931973,0.288135593220339,0.2549019607843137,0.21621621621621623,0.2073170731707317
3,0.02040816326530612,0.01694915254237288,0.11764705882352941,0.08108108108108109,0.10975609756097561
4 5,0.07482993197278912,0.0,0.0784313725490196,0.13513513513513514,0.13414634146341464
