R:A::C:P,0,1,2 3 4,5 6
0,0.43243243243243246,0.25675675675675674,0.21621621621621623,0.0945945945945946
1,0.24146981627296588,0.2650918635170604,0.3228346456692913,0.17060367454068243
2 3 4,0.14222222222222222,0.14666666666666667,0.4533333333333333,0.2577777777777778
5 6,0.13552361396303902,0.09856262833675565,0.39630390143737165,0.36960985626283366
