R:A::C:P,0,1 4,2 3,5 6
0,0.10317460317460317,0.0873015873015873,0.007936507936507936,0.015873015873015872
1 4,0.11904761904761904,0.21428571428571427,0.12698412698412698,0.03968253968253968
2 3,0.031746031746031744,0.05555555555555555,0.1349206349206349,0.031746031746031744
5 6,0.007936507936507936,0.0,0.023809523809523808,0.0
