R:A::C:P,0,1 3 4,2,5 6
0,0.022988505747126436,0.020114942528735632,0.005028735632183908,0.005028735632183908
1 3 4,0.08405172413793104,0.1867816091954023,0.05028735632183908,0.07830459770114942
2,0.028017241379310345,0.08836206896551724,0.029454022988505746,0.05172413793103448
5 6,0.04741379310344827,0.1372126436781609,0.035919540229885055,0.12931034482758622
